"","R1","R2","P","X1","X2","rep"
"327",0,0,0,0.05,0.37,7
"328",0,0,0,0.05,0.37,8
"329",0,0,0,0.05,0.37,9
"330",0,0,0,0.05,0.37,10
"331",0,15.7894736314314,0,0.05,0.38,1
"332",0,15.7894736314314,0,0.05,0.38,2
"333",0,15.7894736314314,0,0.05,0.38,3
"334",0,15.7894736314314,0,0.05,0.38,4
"335",0,15.7894736314314,0,0.05,0.38,5
"336",0,15.7894736314314,0,0.05,0.38,6
"337",0,15.7894736314314,0,0.05,0.38,7
"338",0,15.7894736314314,0,0.05,0.38,8
"339",0,15.7894736314314,0,0.05,0.38,9
"340",0,15.7894736314314,0,0.05,0.38,10
"341",0,15.3846153451117,0,0.05,0.39,1
"342",0,15.3846153451117,0,0.05,0.39,2
"343",0,15.3846153451117,0,0.05,0.39,3
"344",0,15.3846153451117,0,0.05,0.39,4
"345",0,15.3846153451117,0,0.05,0.39,5
"346",0,15.3846153451117,0,0.05,0.39,6
"347",0,15.3846153451117,0,0.05,0.39,7
"348",0,15.3846153451117,0,0.05,0.39,8
"349",0,15.3846153451117,0,0.05,0.39,9
"350",0,15.3846153451117,0,0.05,0.39,10
"351",0,14.9999999696231,0,0.05,0.4,1
"352",0,14.9999999696231,0,0.05,0.4,2
"353",0,14.9999999696231,0,0.05,0.4,3
"354",0,14.9999999696231,0,0.05,0.4,4
"355",0,14.9999999696231,0,0.05,0.4,5
"356",0,14.9999999696231,0,0.05,0.4,6
"357",0,14.9999999696231,0,0.05,0.4,7
"358",0,14.9999999696231,0,0.05,0.4,8
"359",0,14.9999999696231,0,0.05,0.4,9
"360",0,14.9999999696231,0,0.05,0.4,10
"361",0,4.93644139788826,1.051987400624,0.05,0.41,1
"362",0,4.93644139788826,1.051987400624,0.05,0.41,2
"363",0,4.93644139788826,1.051987400624,0.05,0.41,3
"364",0,4.93644139788826,1.051987400624,0.05,0.41,4
"365",0,4.93644139788826,1.051987400624,0.05,0.41,5
"366",0,4.93644139788826,1.051987400624,0.05,0.41,6
"367",0,4.93644139788826,1.051987400624,0.05,0.41,7
"368",0,4.93644139788826,1.051987400624,0.05,0.41,8
"369",0,4.93644139788826,1.051987400624,0.05,0.41,9
"370",0,4.93644139788826,1.051987400624,0.05,0.41,10
"371",0,4.83346542445289,1.22363361086839,0.05,0.42,1
"372",0,4.83346542445289,1.22363361086839,0.05,0.42,2
"373",0,4.83346542445289,1.22363361086839,0.05,0.42,3
"374",0,4.83346542445289,1.22363361086839,0.05,0.42,4
"375",0,4.83346542445289,1.22363361086839,0.05,0.42,5
"376",0,4.83346542445289,1.22363361086839,0.05,0.42,6
"377",0,4.83346542445289,1.22363361086839,0.05,0.42,7
"378",0,4.83346542445289,1.22363361086839,0.05,0.42,8
"379",0,4.83346542445289,1.22363361086839,0.05,0.42,9
"380",0,4.83346542445289,1.22363361086839,0.05,0.42,10
"381",0,5.00302355924956,1.40939147932566,0.05,0.43,1
"382",0,5.00302355924956,1.40939147932566,0.05,0.43,2
"383",0,5.00302355924956,1.40939147932566,0.05,0.43,3
"384",0,5.00302355924956,1.40939147932566,0.05,0.43,4
"385",0,5.00302355924956,1.40939147932566,0.05,0.43,5
"386",0,5.00302355924956,1.40939147932566,0.05,0.43,6
"387",0,5.00302355924956,1.40939147932566,0.05,0.43,7
"388",0,5.00302355924956,1.40939147932566,0.05,0.43,8
"389",0,5.00302355924956,1.40939147932566,0.05,0.43,9
"390",0,5.00302355924956,1.40939147932566,0.05,0.43,10
"391",0,5.50372570083534,1.56454472859109,0.05,0.44,1
"392",0,5.50372570083534,1.56454472859109,0.05,0.44,2
"393",0,5.50372570083534,1.56454472859109,0.05,0.44,3
"394",0,5.50372570083534,1.56454472859109,0.05,0.44,4
"395",0,5.50372570083534,1.56454472859109,0.05,0.44,5
"396",0,5.50372570083534,1.56454472859109,0.05,0.44,6
"397",0,5.50372570083534,1.56454472859109,0.05,0.44,7
"398",0,5.50372570083534,1.56454472859109,0.05,0.44,8
"399",0,5.50372570083534,1.56454472859109,0.05,0.44,9
"400",0,5.50372570083534,1.56454472859109,0.05,0.44,10
"401",0,6.31814487953969,1.62723758385332,0.05,0.45,1
"402",0,6.31814487953969,1.62723758385332,0.05,0.45,2
"403",0,6.31814487953969,1.62723758385332,0.05,0.45,3
"404",0,6.31814487953969,1.62723758385332,0.05,0.45,4
"405",0,6.31814487953969,1.62723758385332,0.05,0.45,5
"406",0,6.31814487953969,1.62723758385332,0.05,0.45,6
"407",0,6.31814487953969,1.62723758385332,0.05,0.45,7
"408",0,6.31814487953969,1.62723758385332,0.05,0.45,8
"409",0,6.31814487953969,1.62723758385332,0.05,0.45,9
"410",0,6.31814487953969,1.62723758385332,0.05,0.45,10
"411",0,7.31991447625502,1.56023817994178,0.05,0.46,1
"412",0,7.31991447625502,1.56023817994178,0.05,0.46,2
"413",0,7.31991447625502,1.56023817994178,0.05,0.46,3
"414",0,7.31991447625502,1.56023817994178,0.05,0.46,4
"415",0,7.31991447625502,1.56023817994178,0.05,0.46,5
"416",0,7.31991447625502,1.56023817994178,0.05,0.46,6
"417",0,7.31991447625502,1.56023817994178,0.05,0.46,7
"418",0,7.31991447625502,1.56023817994178,0.05,0.46,8
"419",0,7.31991447625502,1.56023817994178,0.05,0.46,9
"420",0,7.31991447625502,1.56023817994178,0.05,0.46,10
"421",0,8.32356225468431,1.38150718451031,0.05,0.47,1
"422",0,8.32356225468431,1.38150718451031,0.05,0.47,2
"423",0,8.32356225468431,1.38150718451031,0.05,0.47,3
"424",0,8.32356225468431,1.38150718451031,0.05,0.47,4
"425",0,8.32356225468431,1.38150718451031,0.05,0.47,5
"426",0,8.32356225468431,1.38150718451031,0.05,0.47,6
"427",0,8.32356225468431,1.38150718451031,0.05,0.47,7
"428",0,8.32356225468431,1.38150718451031,0.05,0.47,8
"429",0,8.32356225468431,1.38150718451031,0.05,0.47,9
"430",0,8.32356225468431,1.38150718451031,0.05,0.47,10
"431",0,9.18131101493659,1.14551702842851,0.05,0.48,1
"432",0,9.18131101493659,1.14551702842851,0.05,0.48,2
"433",0,9.18131101493659,1.14551702842851,0.05,0.48,3
"434",0,9.18131101493659,1.14551702842851,0.05,0.48,4
"435",0,9.18131101493659,1.14551702842851,0.05,0.48,5
"436",0,9.18131101493659,1.14551702842851,0.05,0.48,6
"437",0,9.18131101493659,1.14551702842851,0.05,0.48,7
"438",0,9.18131101493659,1.14551702842851,0.05,0.48,8
"439",0,9.18131101493659,1.14551702842851,0.05,0.48,9
"440",0,9.18131101493659,1.14551702842851,0.05,0.48,10
"441",0,9.82893122599537,0.905026167783608,0.05,0.49,1
"442",0,9.82893122599537,0.905026167783608,0.05,0.49,2
"443",0,9.82893122599537,0.905026167783608,0.05,0.49,3
"444",0,9.82893122599537,0.905026167783608,0.05,0.49,4
"445",0,9.82893122599537,0.905026167783608,0.05,0.49,5
"446",0,9.82893122599537,0.905026167783608,0.05,0.49,6
"447",0,9.82893122599537,0.905026167783608,0.05,0.49,7
"448",0,9.82893122599537,0.905026167783608,0.05,0.49,8
"449",0,9.82893122599537,0.905026167783608,0.05,0.49,9
"450",0,9.82893122599537,0.905026167783608,0.05,0.49,10
"451",0,10.2684893549934,0.691865194731582,0.05,0.5,1
"452",0,10.2684893549934,0.691865194731582,0.05,0.5,2
"453",0,10.2684893549934,0.691865194731582,0.05,0.5,3
"454",0,10.2684893549934,0.691865194731582,0.05,0.5,4
"455",0,10.2684893549934,0.691865194731582,0.05,0.5,5
"456",0,10.2684893549934,0.691865194731582,0.05,0.5,6
"457",0,10.2684893549934,0.691865194731582,0.05,0.5,7
"458",0,10.2684893549934,0.691865194731582,0.05,0.5,8
"459",0,10.2684893549934,0.691865194731582,0.05,0.5,9
"460",0,10.2684893549934,0.691865194731582,0.05,0.5,10
"461",0,10.5337927759888,0.517918303284371,0.05,0.51,1
"462",0,10.5337927759888,0.517918303284371,0.05,0.51,2
"463",0,10.5337927759888,0.517918303284371,0.05,0.51,3
"464",0,10.5337927759888,0.517918303284371,0.05,0.51,4
"465",0,10.5337927759888,0.517918303284371,0.05,0.51,5
"466",0,10.5337927759888,0.517918303284371,0.05,0.51,6
"467",0,10.5337927759888,0.517918303284371,0.05,0.51,7
"468",0,10.5337927759888,0.517918303284371,0.05,0.51,8
"469",0,10.5337927759888,0.517918303284371,0.05,0.51,9
"470",0,10.5337927759888,0.517918303284371,0.05,0.51,10
"471",0,10.6659596938152,0.382948507225278,0.05,0.52,1
"472",0,10.6659596938152,0.382948507225278,0.05,0.52,2
"473",0,10.6659596938152,0.382948507225278,0.05,0.52,3
"474",0,10.6659596938152,0.382948507225278,0.05,0.52,4
"475",0,10.6659596938152,0.382948507225278,0.05,0.52,5
"476",0,10.6659596938152,0.382948507225278,0.05,0.52,6
"477",0,10.6659596938152,0.382948507225278,0.05,0.52,7
"478",0,10.6659596938152,0.382948507225278,0.05,0.52,8
"479",0,10.6659596938152,0.382948507225278,0.05,0.52,9
"480",0,10.6659596938152,0.382948507225278,0.05,0.52,10
"481",0,10.7019145303702,0.281385096671997,0.05,0.53,1
"482",0,10.7019145303702,0.281385096671997,0.05,0.53,2
"483",0,10.7019145303702,0.281385096671997,0.05,0.53,3
"484",0,10.7019145303702,0.281385096671997,0.05,0.53,4
"485",0,10.7019145303702,0.281385096671997,0.05,0.53,5
"486",0,10.7019145303702,0.281385096671997,0.05,0.53,6
"487",0,10.7019145303702,0.281385096671997,0.05,0.53,7
"488",0,10.7019145303702,0.281385096671997,0.05,0.53,8
"489",0,10.7019145303702,0.281385096671997,0.05,0.53,9
"490",0,10.7019145303702,0.281385096671997,0.05,0.53,10
"491",0,10.67088005619,0.206329408438134,0.05,0.54,1
"492",0,10.67088005619,0.206329408438134,0.05,0.54,2
"493",0,10.67088005619,0.206329408438134,0.05,0.54,3
"494",0,10.67088005619,0.206329408438134,0.05,0.54,4
"495",0,10.67088005619,0.206329408438134,0.05,0.54,5
"496",0,10.67088005619,0.206329408438134,0.05,0.54,6
"497",0,10.67088005619,0.206329408438134,0.05,0.54,7
"498",0,10.67088005619,0.206329408438134,0.05,0.54,8
"499",0,10.67088005619,0.206329408438134,0.05,0.54,9
"500",0,10.67088005619,0.206329408438134,0.05,0.54,10
"501",0,10.5945166209874,0.151406472093547,0.05,0.55,1
"502",0,10.5945166209874,0.151406472093547,0.05,0.55,2
"503",0,10.5945166209874,0.151406472093547,0.05,0.55,3
"504",0,10.5945166209874,0.151406472093547,0.05,0.55,4
"505",0,10.5945166209874,0.151406472093547,0.05,0.55,5
"506",0,10.5945166209874,0.151406472093547,0.05,0.55,6
"507",0,10.5945166209874,0.151406472093547,0.05,0.55,7
"508",0,10.5945166209874,0.151406472093547,0.05,0.55,8
"509",0,10.5945166209874,0.151406472093547,0.05,0.55,9
"510",0,10.5945166209874,0.151406472093547,0.05,0.55,10
"511",0,10.4882921759352,0.111390939728505,0.05,0.56,1
"512",0,10.4882921759352,0.111390939728505,0.05,0.56,2
"513",0,10.4882921759352,0.111390939728505,0.05,0.56,3
"514",0,10.4882921759352,0.111390939728505,0.05,0.56,4
"515",0,10.4882921759352,0.111390939728505,0.05,0.56,5
"516",0,10.4882921759352,0.111390939728505,0.05,0.56,6
"517",0,10.4882921759352,0.111390939728505,0.05,0.56,7
"518",0,10.4882921759352,0.111390939728505,0.05,0.56,8
"519",0,10.4882921759352,0.111390939728505,0.05,0.56,9
"520",0,10.4882921759352,0.111390939728505,0.05,0.56,10
"521",0,10.3630099679409,0.0822567711473205,0.05,0.57,1
"522",0,10.3630099679409,0.0822567711473205,0.05,0.57,2
"523",0,10.3630099679409,0.0822567711473205,0.05,0.57,3
"524",0,10.3630099679409,0.0822567711473205,0.05,0.57,4
"525",0,10.3630099679409,0.0822567711473205,0.05,0.57,5
"526",0,10.3630099679409,0.0822567711473205,0.05,0.57,6
"527",0,10.3630099679409,0.0822567711473205,0.05,0.57,7
"528",0,10.3630099679409,0.0822567711473205,0.05,0.57,8
"529",0,10.3630099679409,0.0822567711473205,0.05,0.57,9
"530",0,10.3630099679409,0.0822567711473205,0.05,0.57,10
"531",0,10.2261121493753,0.0610078129107092,0.05,0.58,1
"532",0,10.2261121493753,0.0610078129107092,0.05,0.58,2
"533",0,10.2261121493753,0.0610078129107092,0.05,0.58,3
"534",0,10.2261121493753,0.0610078129107092,0.05,0.58,4
"535",0,10.2261121493753,0.0610078129107092,0.05,0.58,5
"536",0,10.2261121493753,0.0610078129107092,0.05,0.58,6
"537",0,10.2261121493753,0.0610078129107092,0.05,0.58,7
"538",0,10.2261121493753,0.0610078129107092,0.05,0.58,8
"539",0,10.2261121493753,0.0610078129107092,0.05,0.58,9
"540",0,10.2261121493753,0.0610078129107092,0.05,0.58,10
"541",0,10.0826790656253,0.0454580392439,0.05,0.59,1
"542",0,10.0826790656253,0.0454580392439,0.05,0.59,2
"543",0,10.0826790656253,0.0454580392439,0.05,0.59,3
"544",0,10.0826790656253,0.0454580392439,0.05,0.59,4
"545",0,10.0826790656253,0.0454580392439,0.05,0.59,5
"546",0,10.0826790656253,0.0454580392439,0.05,0.59,6
"547",0,10.0826790656253,0.0454580392439,0.05,0.59,7
"548",0,10.0826790656253,0.0454580392439,0.05,0.59,8
"549",0,10.0826790656253,0.0454580392439,0.05,0.59,9
"550",0,10.0826790656253,0.0454580392439,0.05,0.59,10
"551",0,9.93615492287212,0.0340296204324755,0.05,0.6,1
"552",0,9.93615492287212,0.0340296204324755,0.05,0.6,2
"553",0,9.93615492287212,0.0340296204324755,0.05,0.6,3
"554",0,9.93615492287212,0.0340296204324755,0.05,0.6,4
"555",0,9.93615492287212,0.0340296204324755,0.05,0.6,5
"556",0,9.93615492287212,0.0340296204324755,0.05,0.6,6
"557",0,9.93615492287212,0.0340296204324755,0.05,0.6,7
"558",0,9.93615492287212,0.0340296204324755,0.05,0.6,8
"559",0,9.93615492287212,0.0340296204324755,0.05,0.6,9
"560",0,9.93615492287212,0.0340296204324755,0.05,0.6,10
"561",0,9.78885929057427,0.0255894214318804,0.05,0.61,1
"562",0,9.78885929057427,0.0255894214318804,0.05,0.61,2
"563",0,9.78885929057427,0.0255894214318804,0.05,0.61,3
"564",0,9.78885929057427,0.0255894214318804,0.05,0.61,4
"565",0,9.78885929057427,0.0255894214318804,0.05,0.61,5
"566",0,9.78885929057427,0.0255894214318804,0.05,0.61,6
"567",0,9.78885929057427,0.0255894214318804,0.05,0.61,7
"568",0,9.78885929057427,0.0255894214318804,0.05,0.61,8
"569",0,9.78885929057427,0.0255894214318804,0.05,0.61,9
"570",0,9.78885929057427,0.0255894214318804,0.05,0.61,10
"571",0,9.64234165519657,0.0193246236948753,0.05,0.62,1
"572",0,9.64234165519657,0.0193246236948753,0.05,0.62,2
"573",0,9.64234165519657,0.0193246236948753,0.05,0.62,3
"574",0,9.64234165519657,0.0193246236948753,0.05,0.62,4
"575",0,9.64234165519657,0.0193246236948753,0.05,0.62,5
"576",0,9.64234165519657,0.0193246236948753,0.05,0.62,6
"577",0,9.64234165519657,0.0193246236948753,0.05,0.62,7
"578",0,9.64234165519657,0.0193246236948753,0.05,0.62,8
"579",0,9.64234165519657,0.0193246236948753,0.05,0.62,9
"580",0,9.64234165519657,0.0193246236948753,0.05,0.62,10
"581",0,9.49762495517085,0.0146513098391413,0.05,0.63,1
"582",0,9.49762495517085,0.0146513098391413,0.05,0.63,2
